备案号,药品通用名称,药品批准文号,上市许可持有人,上市许可持有人地址,生产企业名称,生产企业地址,代理机构,代理机构地址,备案内容,备案日期,备案机关,备注,注
国备2025001961,中文：活络油 ;英文/拉丁文：/,国药准字ZC20160010,中文名称：英吉利制药厂有限公司;英文名称：YING KUT LEE MEDICINE FTY. LTD.,香港九龙大角咀埃华街28号永利工业大厦13字楼A座,中文名称：英吉利制药厂有限公司;英文名称：YING KUT LEE MEDICINE FTY. LTD.,九龙油塘高辉道17号油塘工业城B2座11字楼8，9，12室,北京佳禾乐康科技有限公司,北京市丰台区航丰路8号院2号楼-1层21号,将每瓶装60ml规格的有效期由“24个月”变更为“36个月”，同时对药品说明书及包装标签中【有效期】项做相应修订。,2025-08-12,国家药品监督管理局药品审评中心,已备案
国备2025001917,中文：左甲状腺素钠片;英文/拉丁文：Levothyroxine Sodium Tablets,HJ20240061,中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"14th km National Road 1, Kifissia GR-145 64，Greece",中文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A;英文名称：Uni-Pharma Kleon Tsetis Pharmaceutical Laboratories S.A,"Building B 14th km National Road 1, Kifissia GR-145 64 Greece",广东利玮医药有限公司,广东省广州市越秀区先烈中路100号大院23栋之一418房,在药品说明书中增加【境内责任人】信息。,2025-08-06,国家药品监督管理局药品审评中心,已备案。请关注：境外持有人应当按照《国家药监局关于发布〈境外药品上市许可持有人指定境内责任人管理暂行规定〉的公告》（2024年第137号）要求，向所在地省、自治区、直辖市药品监督管理部门报告其指定的境内责任人。
国备2025002373,中文：泮托拉唑钠肠溶片;英文/拉丁文：Pantoprazole Sodium Enteric-Coated Tablets,国药准字HJ20200063,中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s:411/P, 425/P, 434/P ,435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s:411/P, 425/P, 434/P ,435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,新增进口药品分包装用大包装规格：80000片/桶,2025-09-19,国家药品监督管理局药品审评中心,已备案
国备2025002372,中文：泮托拉唑钠肠溶片;英文/拉丁文：Pantoprazole Sodium Enteric-Coated Tablets,国药准字HJ20200064,中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s:411/P, 425/P, 434/P ,435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",中文名称：----;英文名称：Aurobindo Pharma Limited,"Unit-VII, SEZ, TSIIC, Plot No. S1, Survey No’s:411/P, 425/P, 434/P ,435/P & 458/P, Green Industrial Park, Polepally Village, Jedcherla Mandal, Mahaboobnagar District, Telangana State, India.",安若维他药业泰州有限公司,泰州市医药高新区祥泰路196号,新增进口药品分包装用大包装规格：150000片/桶,2025-09-19,国家药品监督管理局药品审评中心,已备案
国备2025001912,中文：达格列净片;英文/拉丁文：Dapagliflozin Tablets,国药准字HJ20250030,中文名称：无;英文名称：Hetero Labs Limited,"Unit-III, 22-110, I.D.A, Jeedimetla (V), Quthbullapur (M), Medchal-Malkajgiri (Dist.), 500 055, Telangana State, India",中文名称：无;英文名称：Hetero Labs Limited,"Unit-III, 22-110, I.D.A, Jeedimetla (V), Quthbullapur (M), Medchal-Malkajgiri (Dist.), 500 055, Telangana State, India",泊诺（天津）创新医药研究有限公司,天津自贸试验区（东疆保税港区）呼伦贝尔路426号铭海中心4号楼-3、7-901（存在多址信息）,1. 变更生产批量；2. 变更生产设备,2025-08-05,国家药品监督管理局药品审评中心,已备案
国备2025002043,中文：波生坦分散片;英文/拉丁文：Bosentan Dispersible Tablets,国药准字HJ20190051,中文名称：Janssen-Cilag AG;英文名称：Janssen-Cilag AG,"Gubelstrasse 34,6300 Zug, Switzerland",中文名称：Patheon Inc.;英文名称：Patheon Inc.,"2100 Syntex Court, Mississauga, Ontario, L5N 7K9, Canada",强生制药有限公司,北京市顺义区金航东路3号院11号楼610室（天竺综合保税区）,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002042,中文：波生坦片;英文/拉丁文：Bosentan Tablets,国药准字HJ20170013,中文名称：Janssen-Cilag AG;英文名称：Janssen-Cilag AG,"Gubelstrasse 34,6300 Zug, Switzerland",中文名称：Patheon Inc.;英文名称：Patheon Inc.,"Toronto Region Operations, 2100 Syntex Court, Mississauga,Ontario,L5N 7K9,Canada",强生制药有限公司,北京市顺义区金航东路3号院11号楼610室（天竺综合保税区）,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002041,中文：波生坦片;英文/拉丁文：Bosentan Tablets,国药准字HJ20110291,中文名称：Janssen-Cilag AG;英文名称：Janssen-Cilag AG,"Gubelstrasse 34,6300 Zug, Switzerland",中文名称：Patheon Inc.;英文名称：Patheon Inc.,"Toronto Region Operations，2100 Syntex Court,Mississauga,Ontario, L5N 7K9, Canada",强生制药有限公司,北京市顺义区金航东路3号院11号楼610室（天竺综合保税区）,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002045,中文：盐酸艾司氯胺酮鼻喷雾剂;英文/拉丁文：Esketamine Hydrochloride Nasal Spray,国药准字HJ20230041,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium.",中文名称：Renaissance Lakewood LLC;英文名称：Renaissance Lakewood LLC,"1200 Paco Way, Lakewood, 08701 New Jersey, USA.",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002085,中文：艾司奥美拉唑镁肠溶干混悬剂;英文/拉丁文：Esomeprazole Magnesium for Delayed-Release Oral Suspension,国药准字HJ20233134,中文名称：无;英文名称：Cipla Ltd.,"D-7, M.I.D.C., Industrial Area, Kurkumbh, Tal: Daund Pune 413802 Maharashtra State, India.",中文名称：无;英文名称：Cipla Ltd.,"D-7, M.I.D.C., Industrial Area, Kurkumbh, Tal: Daund Pune 413802 Maharashtra State, India.",深圳市贝美药业有限公司,深圳市南山区粤海街道科技园社区科苑路15号科兴科学园A栋A1-1501、1502、1503、1505,为提高生产效率以满足产品供应的需求，将本品20mg和40mg规格非活性颗粒的批量扩大至原批量的3倍，活性颗粒批量保持不变，同时关联两规格成品的批量扩大至原批量的3倍、增加混合和包装设备、增加设备房间以及变更非关键工艺和非关键工艺参数。非活性颗粒和成品的原批量均继续保留。,2025-08-21,国家药品监督管理局药品审评中心,经审查，此次备案事项根据《已上市化学药品药学变更研究技术指导原则（试行）》属于重大变更。按照《＜已上市化学药品药学变更研究技术指导原则（试行）＞溶出曲线研究的问答》的要求，目前仍缺少pH4.5介质和50rpm条件下的溶出曲线研究资料。请持有人完善相关研究后按补充申请进行申报。取消本次备案事项。
国备2025002084,中文：艾司奥美拉唑镁肠溶干混悬剂;英文/拉丁文：Esomeprazole Magnesium for Delayed-Release Oral Suspension,国药准字HJ20233132,中文名称：无;英文名称：Cipla Ltd.,"D-7, M.I.D.C., Industrial Area, Kurkumbh, Tal: Daund Pune 413802 Maharashtra State, India.",中文名称：无;英文名称：Cipla Ltd.,"D-7, M.I.D.C., Industrial Area, Kurkumbh, Tal: Daund Pune 413802 Maharashtra State, India.",深圳市贝美药业有限公司,深圳市南山区粤海街道科技园社区科苑路15号科兴科学园A栋A1-1501、1502、1503、1505,为提高生产效率以满足产品供应的需求，将本品20mg和40mg规格非活性颗粒的批量扩大至原批量的3倍，活性颗粒批量保持不变，同时关联两规格成品的批量扩大至原批量的3倍、增加混合和包装设备、增加设备房间以及变更非关键工艺和非关键工艺参数。非活性颗粒和成品的原批量均继续保留。,2025-08-21,国家药品监督管理局药品审评中心,经审查，此次备案事项根据《已上市化学药品药学变更研究技术指导原则（试行）》属于重大变更。按照《＜已上市化学药品药学变更研究技术指导原则（试行）＞溶出曲线研究的问答》的要求，目前仍缺少pH4.5介质和50rpm条件下的溶出曲线研究资料。请持有人完善相关研究后按补充申请进行申报。取消本次备案事项。
国备2025002031,中文：厄达替尼片;英文/拉丁文：Erdafitinib Tablets,国药准字HJ20250009,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Janssen-Cilag SpA;英文名称：Janssen-Cilag SpA,"Via C. Janssen, Borgo San Michele, 04100 Latina, Italy",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025001922,中文： 恩考芬尼胶囊;英文/拉丁文： Encorafenib Capsules,国药准字HJ20250082,中文名称：---;英文名称： PIERRE FABRE MEDICAMENT,"Les Cauquillous, 81500 Lavaur, France",中文名称：---;英文名称：Ardena U.S. LLC,"14 Schoolhouse Road, Somerset, NJ, 08873-1213, United States",皮尔法伯（上海）医疗科技有限公司,上海市黄浦区汝南街63号404-58单元,将原料药生产工艺中C14滤饼清洗液的丙酮/水的比例由30/70 (w/w %) 变更为 15/85 (w/w %)。,2025-08-06,国家药品监督管理局药品审评中心,经审查，本次变更事项为重大变更，请持有人按照补充申请申报。取消本次备案事项。
国备2025002029,中文：厄达替尼片;英文/拉丁文：Erdafitinib Tablets,国药准字HJ20250008,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Janssen-Cilag SpA;英文名称：Janssen-Cilag SpA,"Via C. Janssen, Borgo San Michele, 04100 Latina, Italy",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002030,中文：厄达替尼片;英文/拉丁文：Erdafitinib Tablets,国药准字HJ20250007,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Janssen-Cilag SpA;英文名称：Janssen-Cilag SpA,"Via C. Janssen, Borgo San Michele, 04100 Latina, Italy",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025002023,中文：伊布替尼胶囊;英文/拉丁文：Ibrutinib Capsules,国药准字HJ20181066,中文名称：Janssen-Cilag International NV;英文名称：Janssen-Cilag International NV,"Turnhoutseweg 30, B-2340 Beerse, Belgium",中文名称：Catalent CTS LLC;英文名称：Catalent CTS LLC,"10245 Hickman Mills Drive, Kansas City, MO 64137, USA",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-20,国家药品监督管理局药品审评中心,已备案
国备2025001880,中文：达芦那韦考比司他片;英文/拉丁文：Darunavir and Cobicistat Tablets,国药准字HJ20180030,中文名称：Janssen-Cilag International N.V.;英文名称：Janssen-Cilag International N.V.,"Turnhoutseweg 30, B-2340 Beerse, Belgium","中文名称：Janssen Ortho, LLC;英文名称：Janssen Ortho, LLC","State Road 933, KM 0.1, Mamey Ward, Gurabo, Puerto Rico, 00778, United States of America",西安杨森制药有限公司,陕西省西安市高新区草堂科技产业基地草堂四路19号，陕西省西安市高新区高新五路4号汇诚国际17F,根据《中国药典》2025年版及药典实施公告2025年第32号文，申请将本品原注册标准中药典年份的文字性描述更新为2025年版药典年份，不涉及检验方法和限度的变更，注册标准其他内容不变。,2025-08-21,国家药品监督管理局药品审评中心,已备案
